DATE,AluminumPM2.5LC,AmbientMaxTemperature,AmbientMinTemperature,AmbientTemperature,AmmoniumIonPM2.5LC,AntimonyPM2.5LC,ArsenicPM2.5LC,BariumPM2.5LC,BrominePM2.5LC,CadmiumPM2.5LC,CalciumPM2.5LC,CarbonateCarbonCSNPM2.5LCTOT,CeriumPM2.5LC,CesiumPM2.5LC,ChlorinePM2.5LC,ChromiumPM2.5LC,CobaltPM2.5LC,CopperPM2.5LC,EC1CSN_RevUnadjustedPM2.5LC,EC2CSN_RevUnadjustedPM2.5LC,EC3CSN_RevUnadjustedPM2.5LC,ECCSN_RevUnadjustedPM2.5LCTOR,ECCSN_RevUnadjustedPM2.5LCTOT,ECCSNPM2.5LCTOT,EuropiumPM2.5LC,GalliumPM2.5LC,GoldPM2.5LC,HafniumPM2.5LC,IndiumPM2.5LC,IridiumPM2.5LC,IronPM2.5LC,LanthanumPM2.5LC,LeadPM2.5LC,MagnesiumPM2.5LC,ManganesePM2.5LC,MercuryPM2.5LC,MolybdenumPM2.5LC,NickelPM2.5LC,NiobiumPM2.5LC,OC1CSN_RevUnadjustedPM2.5LC,OC1CSNUnadjustedPM2.5LCTOT,OC2CSN_RevUnadjustedPM2.5LC,OC2CSNUnadjustedPM2.5LCTOT,OC3CSN_RevUnadjustedPM2.5LC,OC3CSNUnadjustedPM2.5LCTOT,OC4CSN_RevUnadjustedPM2.5LC,OC4CSNUnadjustedPM2.5LCTOT,OCCSN_RevUnadjustedPM2.5LCTOR,OCCSN_RevUnadjustedPM2.5LCTOT,OCCSNUnadjustedPM2.5LCTOT,OPCSN_RevUnadjustedPM2.5LCTOR,OPCSN_RevUnadjustedPM2.5LCTOT,OPCSNPM2.5LCTOT,PhosphorusPM2.5LC,PotassiumIonPM2.5LC,PotassiumPM2.5LC,RubidiumPM2.5LC,SamariumPM2.5LC,SampleBaroPressure,SampleMaxBaroPressure,SampleMinBaroPressure,ScandiumPM2.5LC,SeleniumPM2.5LC,SiliconPM2.5LC,SilverPM2.5LC,SodiumIonPm2.5LC,SodiumPM2.5LC,StrontiumPM2.5LC,SulfatePM2.5LC,SulfurPM2.5LC,TantalumPM2.5LC,TerbiumPM2.5LC,TinPM2.5LC,TitaniumPM2.5LC,TotalNitratePM2.5LC,TungstenPM2.5LC,VanadiumPM2.5LC,YttriumPM2.5LC,ZincPM2.5LC,ZirconiumPM2.5LC
4/7/2011,NA,28.6,9.7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,765,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/2011,NA,31.4,14.3,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,762,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/2011,0.1,32.6,18.1,24.56666667,NA,0,0.001,0,0.0106,0,0.0391,NA,0,0.001,0.0115,0,0,0.0042,1.29,0.035,7.00E-04,0.676,0.366,NA,NA,NA,NA,NA,0,NA,0.094,NA,0,0.009,0.002,NA,NA,0,NA,0.182,NA,1,NA,0.82,NA,0.756,NA,3.4,3.71,NA,0.646,0.956,NA,0,NA,0.142,0,NA,755.3333333,757.5,752.25,NA,0,0.229,0,NA,0.242,0,NA,1.51,NA,NA,0,0.0074,NA,NA,0.002,NA,0.0072,0
4/10/2011,NA,27.2,17,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,763,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2011,NA,32.4,18.3,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,760,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/12/2011,0.048,22.53333333,12.63333333,18.53333333,0.374,0,0.001,0,0.0037,0.011,0.0262,NA,0,0,0.006,0.001,0,0,0.415,0.045,0,0.225,0.146,NA,NA,NA,NA,NA,0,NA,0.0402,NA,0,0,0,NA,NA,0,NA,0.054,NA,0.382,NA,0.388,NA,0.312,NA,1.37,1.45,NA,0.235,0.314,NA,0,0.028,0.047,0,NA,749,753.3333333,746.6666667,NA,0,0.062,0,0.045,0.023,0,1.67,0.575,NA,NA,0,0.001,0.181,NA,0,NA,0.002,0
4/13/2011,NA,25.6,10.3,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,761,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2011,NA,28.1,10.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,763,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/2011,0.011,26.625,12.15,19.2,0.609,0.009,0.001,0,0.003,0,0.0368,NA,0,0,0.006,0.002,0,0.0058,0.938,0.0263,0,0.613,0.231,NA,NA,NA,NA,NA,0,NA,0.056,NA,0,0,0.002,NA,NA,0.001,NA,0.18,NA,0.627,NA,0.956,NA,0.789,NA,2.9,3.29,NA,0.352,0.733,NA,0,0.076,0.0652,0,NA,756.5,759.25,753.25,NA,0,0.0997,0,0.12,0.105,0,2.36,0.858,NA,NA,0,0.004,0.61,NA,0.002,NA,0.0057,0
4/16/2011,NA,25.8,14.5,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,758,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/17/2011,NA,25.8,10.4,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,762,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/18/2011,0.142,27.7,8.666666667,18.95,0.509,0,0,0,0.0077,0,0.0884,NA,0,0,0.007,0.004,0.001,0.0027,0.912,0.0547,0.00033,0.542,0.312,NA,NA,NA,NA,NA,0,NA,0.143,NA,0,0.001,0.003,NA,NA,0.001,NA,0.194,NA,0.575,NA,0.551,NA,0.351,NA,2.09,2.33,NA,0.424,0.655,NA,0,0.037,0.0798,0,NA,756.5,757.6666667,753,NA,0,0.272,0,0.03,0.016,0.001,1.74,0.616,NA,NA,0,0.0049,0.317,NA,0,NA,0.0058,0
4/19/2011,NA,33.5,14.6,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,763,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/20/2011,NA,31.7,19.5,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,761,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/21/2011,0.01,29.6,16.775,22.06666667,0.568,0,0,0,0.0055,0.008,0.021,NA,0,0,0,0.011,0.001,0.0025,1.2,0.0387,0,0.497,0.237,NA,NA,NA,NA,NA,0,NA,0.13,NA,0.001,0,0.003,NA,NA,0.001,NA,0.302,NA,0.658,NA,0.838,NA,0.51,NA,3.05,3.31,NA,0.744,1,NA,0,0.085,0.084,0,NA,758.3333333,760.25,755.25,NA,0,0.097,0,0.05,0.027,0,1.99,0.697,NA,NA,0.022,0,0.264,NA,0,NA,0.0053,0
4/22/2011,NA,18.1,13.3,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,767,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/23/2011,NA,30.9,13.5,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,765,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/2011,0.068,32.23333333,18.26666667,25,0.959,0.019,0.001,0,0.0062,0.004,0.041,NA,0,0,0.0147,0.001,0,0,0.609,0.0248,0,0.271,0.156,NA,NA,NA,NA,NA,0,NA,0.0493,NA,0,0.0252,0.001,NA,NA,0,NA,0.081,NA,0.549,NA,0.639,NA,0.567,NA,2.2,2.31,NA,0.363,0.478,NA,0,0.138,0.0943,0.001,NA,757.5,759.6666667,754.3333333,NA,0.002,0.138,0,0.5,0.198,0,3.34,1.15,NA,NA,0,0.002,0.634,NA,0,NA,0.0028,0.003
4/25/2011,NA,32,19.3,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,762,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2011,NA,32.3,19.4,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,759,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/27/2011,0,31.15,21.65,25.86666667,0.575,0,0,0,0.0042,0,0.0272,NA,0,0,0.091,0,0,0.001,0.542,0.0228,0,0.242,0.128,NA,NA,NA,NA,NA,0,NA,0.0174,NA,0,0.058,0.001,NA,NA,0,NA,0.013,NA,0.403,NA,0.464,NA,0.255,NA,1.46,1.57,NA,0.323,0.437,NA,0,0.042,0.0434,0,NA,751.6666667,753.5,748.5,NA,0,0.013,0,0.51,0.511,0,2.81,1.01,NA,NA,0,0,0.562,NA,0.002,NA,0,0
4/28/2011,NA,27,17.7,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2011,NA,27.4,13.2,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,761,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/2011,0.055,29.36666667,9.9,20.3,0.702,0.016,0.001,0,0.0034,0,0.028,NA,0,0,0.0051,0.002,0.001,0.003,1.18,0.0492,0,0.587,0.207,NA,NA,NA,NA,NA,0,NA,0.0907,NA,0.002,0,0.001,NA,NA,0.001,NA,0.056,NA,0.706,NA,0.601,NA,0.441,NA,2.45,2.83,NA,0.643,1.02,NA,0,0.058,0.0441,0,NA,757,759,753,NA,0,0.093,0,0.03,0.017,0,2.45,0.828,NA,NA,0,0.003,0.17,NA,0.002,NA,0.0063,0
5/1/2011,NA,29.4,13.8,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,766,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/2/2011,NA,30.4,15.8,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,766,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/3/2011,0.025,30.66666667,16.53333333,23.5,0.544,0.021,0,0,0.0043,0,0.0281,NA,0,0,0.0102,0,0,0.006,0.68,0.0264,0,0.39,0.202,NA,NA,NA,NA,NA,0,NA,0.0671,NA,0,0,0.001,NA,NA,0,NA,0.041,NA,0.561,NA,0.504,NA,0.31,NA,1.73,1.92,NA,0.317,0.504,NA,0,0.031,0.0436,0,NA,756.5,758.6666667,752.3333333,NA,0,0.095,0,0.21,0.153,0,2.56,0.851,NA,NA,0,0.004,0.368,NA,0,NA,0.006,0
5/4/2011,NA,22.8,11.8,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,768,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/2011,NA,23.2,7.9,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,769,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/2011,0.04,24.93333333,9.4,16.73333333,0.888,0,0,0,0.0085,0,0.0208,NA,0,0,0.004,0,0.001,0.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0565,NA,0,0,0.003,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.051,0.0515,0,NA,754.6666667,758.3333333,751,NA,0.002,0.054,0,0.06,0.032,0,3.59,1.22,NA,NA,0.011,0.001,0.51,NA,0,NA,0,0
5/7/2011,NA,28.3,14,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,761,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2011,NA,31.3,15.2,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,758,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/2011,0.019,31.5,17.275,24.4,0.872,0,0.001,0,0.0051,0.006,0.0252,NA,0,0,0.007,0,0,0.0064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,0.0464,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.069,0.063,0,NA,753.6666667,755.75,751,NA,0,0.0874,0,0.04,0.021,0,3.12,1.12,NA,NA,0,0.005,0.28,NA,0,NA,0.0067,0
5/10/2011,NA,34,18.8,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,758,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/2011,NA,30.9,17.8,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,760,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/12/2011,0.053,29.86666667,19.26666667,23.95,0.89,0.018,0.001,0,0.0133,0,0.0201,NA,0,0,0.021,0.001,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,0.0418,NA,0,0,0,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.078,0.0501,0,NA,754.5,756.3333333,751,NA,0,0.055,0.001,0.2,0.161,0,3.45,1.34,NA,NA,0,0.003,0.392,NA,0,NA,0.002,0
5/13/2011,NA,34.2,19.6,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,756,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/2011,NA,30.2,17.9,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,753,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2011,0.006,28.2,15.625,21.2,0.219,0,0,0,0.0042,0,0.0065,NA,0,0,0.004,0,0,0.0015,0.491,0.0978,0,0.208,0.08,NA,NA,NA,NA,NA,0,NA,0.0129,NA,0,0,0,NA,NA,0.001,NA,0.035,NA,0.387,NA,0.458,NA,0.246,NA,1.51,1.63,NA,0.38,0.508,NA,0,0.025,0.0274,0,NA,745.6666667,747,742.75,NA,0,0.022,0,0.023,0.019,0.001,1.18,0.426,NA,NA,0,0,0.176,NA,0,NA,0,0
5/16/2011,NA,24.1,12.6,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,752,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/2011,NA,21.6,14.2,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,753,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/18/2011,0.01,21.8,11.53333333,16.35,0.153,0.003,0,0.002,0.0033,0.013,0.0098,NA,0.002,0.006,0,0.001,0.001,0,0.569,0.0488,0,0.447,0.244,NA,NA,NA,NA,NA,0.015,NA,0.0673,NA,0,0.009,0,NA,NA,0.001,NA,0.062,NA,0.338,NA,0.466,NA,0.221,NA,1.26,1.46,NA,0.172,0.374,NA,0.003,0.0344,0.0226,0,NA,750.5,753.6666667,746.3333333,NA,0.002,0.0276,0.008,0.0461,0,0,1.21,0.448,NA,NA,0,0.001,0.149,NA,0.001,NA,0.002,0.001
5/19/2011,NA,28.9,13,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,761,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2011,NA,31.6,16.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,761,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/2011,0.062,33.75,19.3,26.33333333,1.26,0.015,0,0.004,0.0144,0.012,0.0523,NA,0.002,0.003,0,0.001,0,0.002,1.66,0.0407,0,0.828,0.262,NA,NA,NA,NA,NA,0.014,NA,0.154,NA,0.001,0.006,0,NA,NA,0.001,NA,0.557,NA,1.27,NA,0.832,NA,0.686,NA,4.21,4.78,NA,0.872,1.44,NA,0,0.117,0.139,0.001,NA,754,756.25,751.25,NA,0.002,0.179,0.011,0.097,0.007,0.002,6.51,2.82,NA,NA,0.012,0.0086,0.439,NA,0.001,NA,0.009,0.002
5/22/2011,NA,37.1,20.6,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,759,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/2011,NA,37.1,20.8,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2011,0.154,35.53333333,20.8,28.4,1.6,0,0,0,0.0158,0,0.0893,NA,0,0,0.0232,0,0.0019,0,2.03,0.0262,0,0.727,0.444,NA,NA,NA,NA,NA,0,NA,0.133,NA,0.002,0,0.003,NA,NA,0.001,NA,0.444,NA,1.2,NA,1.3,NA,0.811,NA,5.08,5.36,NA,1.33,1.61,NA,0,0.175,0.206,0.001,NA,752.5,755,750,NA,0,0.322,0,0.13,0.121,0.001,6.23,2.51,NA,NA,0,0.0118,0.384,NA,0,NA,0.003,0
5/25/2011,NA,36.8,23.4,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,757,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
